created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Oct 11 11:10:57 +0000 2023;1712063230087229548;"KH M Thoifur Mawardi berpesan agar Umat Islam Bersatu menciptakan pemilu damai, tidak saling menjelekkan, Umat Islam Bersatu memenangkan AMIN, Mas @aniesbaswedan dan Gus @cakimiNOW 🇮🇩💚  #HaqqulYaqinAMIN #AniesMuhaimin2024 https://t.co/wPCr3xSVpL";167;2941;3206;5657;in;68089986;1712063230087229548;voiceofpkb;https://twitter.com/voiceofpkb/status/1712063230087229548
Wed Oct 11 10:51:16 +0000 2023;1712058277641785382;"Ada AMIN, Mas @aniesbaswedan dan Gus @cakimiNOW Insya Allah tercipta Pemilu Damai, tidak ada pecah belah bangsa, tidak ada politik adu domba💚🇮🇩 #dawuhkiai   #HaqqulYaqinAMIN #AniesMuhaimin2024 https://t.co/cl9HPbEO5C";272;6147;4820;9334;in;68089986;1712058277641785382;voiceofpkb;https://twitter.com/voiceofpkb/status/1712058277641785382
Tue Oct 10 11:01:03 +0000 2023;1711698350616277324;"Ngambek lari ke KIM eh ga jdi Cawapres jugaan 🤣🤣 ke Koalisi PDIP ditolak daripada ga ikut Pemilu apa boleh buat, Taik Kambing rasa Coklat";8;57;20;319;in;78392421;1711698350616277324;GibraltarNc;https://twitter.com/GibraltarNc/status/1711698350616277324
Tue Oct 10 03:47:05 +0000 2023;1711589141518164189;"Israel, sejak 1947 merampas tanah2 Palestina. Saat ini wilayah yang dikuasai dan dikontrol Palestina, pemenang pemilu Hamas hanya tersisa 5%. LIMA PERSEN. Di GAZA strip. Lebar 5 km, panjang 80 km. Inipun diblokade, diisolasi, dibombardir.  *Israel-BIADAB https://t.co/SjDZlQWCF6";6;76;458;1127;in;83867535;1711589141518164189;tifsembiring;https://twitter.com/tifsembiring/status/1711589141518164189
Mon Oct 09 09:16:03 +0000 2023;1711309538929058228;"AMIN ini adalah barisan perubahan yang bukan hanya sekedar untuk target pemilu 2024, tapi untuk masa depan politik Ahlussunnah wal Jama’ah. Insyaalloh 3 generasi politik aswaja akan terjaga dan aman. AMIN..  #AniesMuhaimin2024 #GemaPerubahanAmin https://t.co/CRkRbNNbbw";189;3095;3844;7698;in;1490116879;1711309538929058228;cakimiNOW;https://twitter.com/cakimiNOW/status/1711309538929058228
Mon Oct 09 08:09:10 +0000 2023;1711292709196161514;"Mantan politisi PDI Perjuangan Cinta Mega yang ketahuan main judi slot saat rapat anggota DPRD DKI Jakarta, kembali maju sebagai bacaleg di pemilu 2024. Setelah dipecat oleh PDI Perjuangan, kali ini Cinta Mega maju nyaleg melalui Partai Amanat Nasional (PAN).   "Iya benar, yang… https://t.co/LrX4XdYwFV";132;191;335;1471;in;1162545299614662656;1711292709196161514;catchmeupid;https://twitter.com/catchmeupid/status/1711292709196161514
Mon Oct 09 03:48:14 +0000 2023;1711227043281875117;"Cak Imin  mendapatkan restu dari 1.200 kiai se-Malang raya untuk maju pemilu 2024 bersama Anies Baswedan. https://t.co/mHJF4tJ2Oc";15;168;549;1758;in;1490116879;1711227043281875117;cakimiNOW;https://twitter.com/cakimiNOW/status/1711227043281875117
Mon Oct 09 01:30:52 +0000 2023;1711192471647260672;"#intinyadeh ada org kalah pemilu RT di River Valley Bogor, trus bikin RT tandingan, isinya cuma kurleb 10KK, padahal min. 50KK  Bongkar TPS, ngalangin truk sampah pake Pajero, trus sampah yg dia kelola dibakar.  Ngatain warga lain rumahnya masih nyicil.  Warga udah muak dan demo.";283;568;1245;5865;in;1525880650829467648;1711192471647260672;intinyadeh;https://twitter.com/intinyadeh/status/1711192471647260672
Sun Oct 08 17:06:36 +0000 2023;1711065570320462050;"PKB Dipredikasi akan Menggeser PDIP di Posisi Pertama di Pemilu 2024 https://t.co/rJUWiSciQt";13;69;342;1069;in;887743587579944960;1711065570320462050;OposisiCerdas;https://twitter.com/OposisiCerdas/status/1711065570320462050
Sun Oct 08 15:31:34 +0000 2023;1711041652201341217;"Ketum PAN Zulhas: Pilkada DKI Jakarta 2017, Pemilu Terburuk https://t.co/8qVfhl57Zi";36;575;58;333;in;47596019;1711041652201341217;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1711041652201341217
Sun Oct 08 11:09:35 +0000 2023;1710975723979288651;"Zulhas Sebut Pilgub DKI 2017 Jakarta Zaman Anies Vs Ahok Terburuk Sepanjang Sejarah Pemilu https://t.co/nhMCPp4Yfx";57;555;42;314;in;55507370;1710975723979288651;tvOneNews;https://twitter.com/tvOneNews/status/1710975723979288651
Sun Oct 08 09:21:16 +0000 2023;1710948466678247653;"Ketum PAN, Zulkifli Hasan (Zulhas) pemilu yang terburuk sudah terlewati. Ia sebut pemilu yang terburuk waktu Pilkada DKI 2017 zamannya Anies Baswedan https://t.co/1kPSrajn2z";47;349;62;301;in;23343960;1710948466678247653;kompascom;https://twitter.com/kompascom/status/1710948466678247653
Sun Oct 08 04:59:11 +0000 2023;1710882508039135595;"Dalam acara Rapinas Solidaritas Ulama Muda Jokowi (Samawi) Presiden Jokowi mengajak para kiai, gus, anjengan yg hadir utk bersama² menjaga pemilu 2024 agar berjalan dgn baik, aman dan lancar dan mendapatkan pemimpin yg sesuai dgn keinginan rakyat  #SAMAWIJokowi https://t.co/BJ121mmmYb";6;51;64;185;in;1371089248170876929;1710882508039135595;lettachantik;https://twitter.com/lettachantik/status/1710882508039135595
Sun Oct 08 03:03:26 +0000 2023;1710853379101241498;"Seruan Prabowo ini layak sekali didengar. Kita jalankan pemilu yang damai, bersahabat, damai, dan gembira. https://t.co/Osg942iqcB";22;150;67;213;in;1647786833148018691;1710853379101241498;adearmando61;https://twitter.com/adearmando61/status/1710853379101241498
Sun Oct 08 02:51:49 +0000 2023;1710850455046389932;"Siap2 di Indonesia sebentar lagi ada acara rutin tahunan Donasi #PrayForGaza dengan Nobar dan Ceramah sumbangkan seluruh Hartamu untuk Berjihad.   4 bulan lagi ada pemilu, siapakah Capres yang akan memainkan isu ini lagi?   Pengusung politik identitas atau Penolak U20 ?";28;192;186;711;in;46651600;1710850455046389932;kurawa;https://twitter.com/kurawa/status/1710850455046389932
Sat Oct 07 15:38:40 +0000 2023;1710681052476502221;"#SAMAWIJokowi titipkan Gibran untuk menjadi wakil presiden bapak Prabowo Subianto di pemilu 2024, sebagai pewakil anak muda Indonesia. https://t.co/j4u14TDhrc";12;48;122;198;in;844764013472858116;1710681052476502221;miun_samin;https://twitter.com/miun_samin/status/1710681052476502221
Sat Oct 07 14:22:19 +0000 2023;1710661839091331287;"begitu banyak kemungkinan yg bisa terjadi 2024, dari ribuan kemungkinan itu, satu di antaranya adalah: penguasa, eksodus ke LN karena takut ditawur Rakyat..  membaca segala kemungkinan😭 1. jadi pemilu 2.tidak jadi pemilu 3.Prabowo win election 4.Ganjar win 5.Anies win 6. 7. 8.…";3;69;176;299;in;1333696739258167298;1710661839091331287;BangEdiii;https://twitter.com/BangEdiii/status/1710661839091331287
Sat Oct 07 05:12:28 +0000 2023;1710523464455717049;"@hansdavidian @_haye_ Alurnya begini. Digaji rendah biar gurunya down ga semangat ngajar. Trus menghasilkan murid2 kualitas rendah. Kalau SDM rendah, pas pemilu bisa jadi bahan jualan karna SDM rendah biasanya miskin. Suara mereka pas nyoblos bisa disetir pake uang. TKA masuk. Tanah direbut. Dst...";371;262;1785;8221;in;193329338;1710480621020365023;evandwizra;https://twitter.com/evandwizra/status/1710523464455717049
Fri Oct 06 22:19:49 +0000 2023;1710419616936378589;"Pemilu kita kerap diwarnai kecurangan.  Apa legacy yang mau kita tinggalkan dalam pemilu kali ini?  Saya yakin pada antusiasme anak muda dan perkembangan teknologi.  Itu mendorong kami melahirkan Pahlawan Demokrasi, gerakan moral pemuda menggunakan gadget untuk mengamankan TPS. https://t.co/akk1fxoCui";14;75;607;2255;in;742915088;1710419616936378589;Gamal_Albinsaid;https://twitter.com/Gamal_Albinsaid/status/1710419616936378589
Fri Oct 06 17:05:30 +0000 2023;1710340516569862415;"AS mempersiapkan Presiden Baru untuk Indonesia pada 2024, mereka juga mempersiapkan Revolusi Warna jika jagoan mereka kalah pada pemilu 2024. Dengan Pola yg sama kerusuhan di Hongkong pada 2019 silam.  Prabowo Subianto merupakan ancaman serius bagi langkah Washington. https://t.co/q55K14nWCv";13;67;154;412;in;497234852;1710340516569862415;yo2thok;https://twitter.com/yo2thok/status/1710340516569862415
Fri Oct 06 13:01:23 +0000 2023;1710279081722565118;"Tak Pakai Gembok, Kotak Pemilu 2024 Akan Ditutup Menggunakan 'Cable Ties'! Memangnya Aman? https://t.co/NulWYaXIKA";77;446;85;233;in;71436318;1710279081722565118;KompasTV;https://twitter.com/KompasTV/status/1710279081722565118
Thu Oct 05 01:20:55 +0000 2023;1709740415396802831;"Morning gaes..ndak perlu serius-serius amat urusin pemilu. Apalagi tegang ga karu-karuan. Sebab yang kalah dijamin jadi menteri pokoknya. Demi bangsa dan negara. Ya toh 🙂";8;92;21;191;in;188194869;1709740415396802831;Adiprayitno_20;https://twitter.com/Adiprayitno_20/status/1709740415396802831
Tue Oct 03 15:18:35 +0000 2023;1709226448022802622;"Silaturahim antar tokoh menjelang pemilu memang sangat diperlukan. Sangat berpengaruh pada meredanya tensi politik. Alangkah baiknya para tokoh mencontoh apa yg dilakukan presiden kita. Presiden ke-6 dan ke-7.  Sehingga kita bisa melihat pemilu dengan kepala lebih dingin. Semoga. https://t.co/gIluQQtokU";17;197;47;413;in;120968478;1709226448022802622;Fahrihamzah;https://twitter.com/Fahrihamzah/status/1709226448022802622
Tue Oct 03 10:52:58 +0000 2023;1709159602519154987;"Akibat EMOSI berlebihan hingga keluar dari Koalisi Perubahan dgn tanpa pertimbangan matang maka Posisi PD ngambang.  Krn posisi ngambang itulah mengakibatkan PD bersikap bagai PENGEMIS.  Tahu kenapa? Krn kalau Koalisi Prabowo menolak mereka maka PD tak akan bisa ikut Pemilu 2029";19;119;208;490;in;1038483432391634944;1709159602519154987;RomitsuT;https://twitter.com/RomitsuT/status/1709159602519154987
Tue Oct 03 10:07:16 +0000 2023;1709148102320697667;"Mohon ijin dan do'anya. Saya tetap berjuang bersama @psi_id di Pemilu 2024 ini.  Info dapil akan segera menyusul :) https://t.co/F7mlNotstK";28;229;37;302;in;88355198;1709148102320697667;FaldoMaldini;https://twitter.com/FaldoMaldini/status/1709148102320697667
Tue Oct 03 07:33:03 +0000 2023;1709109292685816161;"Bersatu kok pas mau pemilu doang. 🤣🤣🤣 https://t.co/rGKkrWlIyS";4;62;49;333;in;84221579;1709109292685816161;narkosun;https://twitter.com/narkosun/status/1709109292685816161
Tue Oct 03 03:35:29 +0000 2023;1709049506468418007;""Jadi seharusnya beliau menjalankan perintah UU itu saat menjadi gubernur. Ganjar mau terlihat sempurna, berakting untuk terlihat tahu, sehingga jadi sok tahu. Demi Pemilu, mendadak terlihat peduli," tandasnya https://t.co/OCkmobpeAN";35;3507;251;436;in;1447610310529982467;1709049506468418007;TeddGus;https://twitter.com/TeddGus/status/1709049506468418007
Tue Oct 03 02:55:54 +0000 2023;1709039546363789535;"Nusantara Cooling System Wujudkan Pemilu 2024 Aman dan Damai  Kesigapan Polri sebagai cooling system dalam Pemilu serentak 2024 di antaranya dengan menggelar Operasi Nusantara Cooling System. Operasi ini digelar untuk mewujudkan Pemilu aman dan damai serta menjaga persatuan… https://t.co/uQpCeufsbl";23;404;376;598;in;138290629;1709039546363789535;DivHumas_Polri;https://twitter.com/DivHumas_Polri/status/1709039546363789535
Tue Oct 03 01:12:50 +0000 2023;1709013606434824214;"Mantapp, MK : Batas usia capres cawapres tetap 40 tahun, Gibran gagal jadi cawapres  Meskipun ane tegak lurus ke jokowi, tapi ga setuju kalau anak, istri atau cucu beliau ditarik tarik untuk urusan pemilu  Mereka hanya dimanfaatkan oleh Par(sebagian text hilang) https://t.co/ntS9L3MWWj";8;68;55;263;in;947632364003368961;1709013606434824214;KangManto123;https://twitter.com/KangManto123/status/1709013606434824214
Tue Oct 03 00:11:18 +0000 2023;1708998122817597467;"Jika orang ini muncul, berarti PEMILU udah dekat.... Neno Warisman dan partai Gelora.... https://t.co/I3rLWa8G9h";25;187;72;263;in;1296312516901916672;1708998122817597467;Bambangmulyonoo;https://twitter.com/Bambangmulyonoo/status/1708998122817597467
Mon Oct 02 07:12:51 +0000 2023;1708741820992434408;"KALAU PERSPEKTIFNYA POLITIK |ini jelas sangat merugikan Nasdem. Masalah hukum tepat di ujung kontestasi pemilu yang menjerat elit politiknya tak dibaca sebagai hal baik oleh publik.  Duit tunai berjumlah 30 miliar dan 12 senjata api ditemukan saat penggeledahan di rumahnya jelas… https://t.co/CN9ICAIHzv";19;153;127;580;in;1202108075231989760;1708741820992434408;Leonita_Lestari;https://twitter.com/Leonita_Lestari/status/1708741820992434408
Mon Oct 02 03:39:56 +0000 2023;1708688239115358400;"TEDDY SAMA SEKALI TIDAK TAHU, TIDAK MENGERTI, TIDAK PEDULI DAN TIDAK MENJALANKAN PERINTAH UU PENYANDANG DISABILITAS.   Teddy mau terlihat sempurna, tidak mau terlihat tidak tahu, malu untuk bilang tidak tahu, berakting untuk terlihat tahu, sehingga jadi sok tahu.   Demi Pemilu,… https://t.co/TIJuamSjqI";10;3250;1154;1573;in;1255722169;1708688239115358400;Prihati_utami;https://twitter.com/Prihati_utami/status/1708688239115358400
Mon Oct 02 01:26:46 +0000 2023;1708654727536554350;"Jgn kau kira, lautan massa yg datang acara para calon otomatis tegak lurus dgn pilihan politiknya di TPS.  Bnyk orang di lautan massa itu jg hadir di acara paslon lain. Pemilu bkn urusan pamer massa acara, tp soal meyakinkan mreka ke TPS&amp nyoblos sesuai arahan";89;880;106;642;in;188194869;1708654727536554350;Adiprayitno_20;https://twitter.com/Adiprayitno_20/status/1708654727536554350
Fri Sep 29 06:01:53 +0000 2023;1707636798460215612;"Gandeng Tokoh Agama Ciptakan Pemilu Aman dan Damai  Wakabareskrim Polri Irjen Pol. Asep Edi Suheri, S.I.K., https://t.co/4DihjLHgDu., selaku Kaops Nusantara Cooling System (NCS) 2023-2024 melaksanakan silaturahmi dengan tokoh agama yakni Ustad Das'ad Latif di Jakarta Selatan,… https://t.co/FLFDelMNEE";130;368;347;777;in;138290629;1707636798460215612;DivHumas_Polri;https://twitter.com/DivHumas_Polri/status/1707636798460215612
Fri Sep 29 04:18:30 +0000 2023;1707610779850363160;"Yang nolak anies karena dianggap di pilkada dki pernah main isu SARA harusnya jg konsisten menguji apa ganjar &amp  prabowo pernah main isu SARA dalam pilkada/pemilu yg diikutinya... 🙂🙂";35;426;151;1123;in;89418832;1707610779850363160;yunartowijaya;https://twitter.com/yunartowijaya/status/1707610779850363160
Thu Sep 28 09:25:53 +0000 2023;1707325748720370065;"Jd cemana klen msh framing or jualan radikal, intoleran, khilafah? Monggo…org lain guyub klen yg jumpalitan.  Jgn pd ngamuk yak, pilpres dibawa riang gembira aja…kan muncung klen yg bilang pemilu itu pesta rakyat! 🤣🤣🤣 https://t.co/c6praG1dCz";13;146;158;575;in;105085302;1707325748720370065;bachrum_achmadi;https://twitter.com/bachrum_achmadi/status/1707325748720370065
Tue Sep 26 04:21:15 +0000 2023;1706524309769126381;"Menurut netizen +62, Kira-kira Amerika akan menyusup lewat capres yang mana di Pemilu 2024 ini? Serta apa alasannya? https://t.co/QZAdiysYHe";18;148;37;229;in;226416224;1706524309769126381;lhayesno;https://twitter.com/lhayesno/status/1706524309769126381
Tue Sep 26 01:52:11 +0000 2023;1706486795847045338;"Partai Move Forward (MFP) Pemenang Pemilu di Negeri Gajah Putih, Partai Anak Muda Thailand Yang Dijadikan Referensi Oleh Kaesang Pangarep, Ketum @psi_id.  Hal yang mendasar dan prinsip MFP kontra terhadap rezim PSI sebarisan sama rezim MFP mengusung agenda perubahan PSI mengusung… https://t.co/P6xQ4DbD6i";18;155;233;808;in;1068371293290946561;1706486795847045338;BosPurwa;https://twitter.com/BosPurwa/status/1706486795847045338
Mon Sep 25 05:42:55 +0000 2023;1706182474458595704;"Ada seorang tetangga bertanya padaku.  “Eh km besok kalo Pemilu mau milih siapa?” tanyanya.  “Ganjar lah.” tandasku.  “Kenapa milih Ganjar, kan ada capres lain yg katanya menjanjikan krn program”nya yg banyak digratiskan?” sahutnya.   “Yg lain emg banyak memberi janji gratis, tp… https://t.co/czvLRdLkYs";16;5956;2510;3499;in;593095526;1706182474458595704;kiki_daliyo;https://twitter.com/kiki_daliyo/status/1706182474458595704
Sun Sep 24 13:00:38 +0000 2023;1705930240403677302;"Lambe Waras: Elektabilitas ANIES Naik di Nomor 1, Prabowo ke-2, Ganjar ke 3. Pemilu Satu Putaran Dimenangkan Pasangan AMIN.  *Apa loh? Engga boleh gue membentuk opini kayak lu ? emang cuman lu doang yang boleh menempatkan posisi capres sesuka jidat lu!  https://t.co/pVKFXFVMxY";38;159;1148;3218;in;2905814730;1705930240403677302;abu_waras;https://twitter.com/abu_waras/status/1705930240403677302
Sat Sep 23 16:24:07 +0000 2023;1705619059566678086;"Fakta  Kenapa Jokowi pro dengan polisi Karena Tito memenangkan Jokowi dengan cara culas Sudah banyak korban  Dan dalang pemilu 2019-2024 Tito Karnavian 2024 pilpres dan pemilu akan di menangkan Tito Karnavian";17;152;417;1472;in;1558329561783607296;1705619059566678086;opposite6892;https://twitter.com/opposite6892/status/1705619059566678086
Sat Sep 23 11:09:36 +0000 2023;1705539909296242870;"Ooo mimpi jd Bu Ketum PSI..  Suami Erina Gudono itu mencontohkan prestasi Partai Move Forward (MFP) yang berhasil memenangkan suara terbanyak dalam pemilu Thailand.  MFP diisi oleh anak muda,  dipimpin oleh Pita Limjaroenrat..  PSI bukannya diisi tua bangka cem Ade &amp  Kurawa..? 😂";17;87;86;456;in;379288910;1705539909296242870;pengarang_sajak;https://twitter.com/pengarang_sajak/status/1705539909296242870
Sat Sep 23 07:16:23 +0000 2023;1705481218068979748;"Kaesang gabung PSI mereka kayak sudah memenangkan Pemilu..  Ayo dong jadi partai yang berbeda..  Masuk Senayan biar kalian ga cuma koar-koar ga jelas di luar pagar..  Kita lihat apakah kehadiran Kaesang akan membuat PSI besar..  Kalau pengamatan Gue sih kagak.. SANGAT MUNGKIN…";13;213;84;555;in;214159664;1705481218068979748;Paltiwest;https://twitter.com/Paltiwest/status/1705481218068979748
Sat Sep 23 07:03:23 +0000 2023;1705477945207439778;"SANGAT MENGERIKAN..!! REKAYASA PEMILU 2024 DIDUGA SEDANG DISIAPKAN TITO KARNAVIAN, BENARKAH ??  *bau amis itu sejak lama terendus lewat kebijakan menunda pilkada dan mengangkat pejabat pelaksana tugas (plt) https://t.co/vS71K2aC5N";39;176;927;1944;in;1138950541180936192;1705477945207439778;hc_poirot;https://twitter.com/hc_poirot/status/1705477945207439778
Sat Sep 23 06:01:31 +0000 2023;1705462375812624762;"Quotes beliau yg sampai saat ini saya pegang tiap hadapi pemilu "Mencegah yang terburuk berkuasa"... Sehat-sehat terus Romo Magnis...";13;148;274;1447;in;89418832;1705462375812624762;yunartowijaya;https://twitter.com/yunartowijaya/status/1705462375812624762
Sat Sep 23 05:01:39 +0000 2023;1705447312083030031;"Ada peluang pak Ganjar duet dengan Pak Bowo. Jika capresnya pak Bowo, BIG NO. Mosok partai pemenang pemilu cuma cawapres doang.   😏😏😏 https://t.co/CLoQP9pxrd";13;115;45;321;in;84221579;1705447312083030031;narkosun;https://twitter.com/narkosun/status/1705447312083030031
Sat Sep 23 02:57:21 +0000 2023;1705416032788348948;"Mau buka2an? Yang pernah malah pas 2019 gua pernah diminta berkali2 survei buat partai yg itu dari pembinanya dari luar negeri... jelang pemilu pun sempet diminta hal yg gua tolak terkait hasil survei.. n byk cerita lain.. let's play... 😃";51;351;195;1344;in;89418832;1705416032788348948;yunartowijaya;https://twitter.com/yunartowijaya/status/1705416032788348948
Fri Sep 22 10:30:23 +0000 2023;1705167651474121018;"Puluhan baliho AMIN di Kab Tegal dirusak, katanya mau pemilu damai kok vandalisme..  Silahkan rakyat menilai!! https://t.co/wzkU6so2YL";73;631;1127;2349;in;1006827831995711488;1705167651474121018;ekowboy2;https://twitter.com/ekowboy2/status/1705167651474121018
Fri Sep 22 08:03:01 +0000 2023;1705130564737736857;"21 September 2023, @PDemokrat secara resmi &amp  terbuka mendeklarasikan Bapak @prabowo, sebagai Calon Presiden Republik Indonesia pada Pemilu 2024. Insya Allah, dengan semangat continuity &amp  change, kita bisa membawa Indonesia lebih Maju https://t.co/9vQgP2CZ2J";12;225;129;422;in;842986784;1705130564737736857;AgusYudhoyono;https://twitter.com/AgusYudhoyono/status/1705130564737736857
Fri Sep 22 02:58:50 +0000 2023;1705054018060550536;"Jadi inget waktu saya bikin voting untuk pemilu 2019.  Pilhannya: Jokowi RT Prabowo Like  Hasilnya: Jokowi 5k Prabowo 20k (isinya Kadrun semua)  Tapi yg terpilih jadi Presiden tetap pak Jokowi! 😅  Jadi, Kadrun itu nguasai bgt voting dan poling model ginian min @neohistoria_id https://t.co/mHgDdGnCsG";60;275;107;535;in;1128649413633560577;1705054018060550536;HusinShihab;https://twitter.com/HusinShihab/status/1705054018060550536
Fri Sep 22 02:17:19 +0000 2023;1705043566517682261;"MAKIN DIPIKIR |makin aneh saja perilaku orang - orang itu. Ada tiba - tiba banyak orang meminta uji materi terhadap aturan terkait syarat pencalonan presiden dan wakil presiden yang tertuang dalam Undang-undang Nomor 7 Tahun 2017 tentang Pemilu dengan permintaan yang aneh - aneh.… https://t.co/GsCzb51cAL";16;195;104;259;in;1202108075231989760;1705043566517682261;Leonita_Lestari;https://twitter.com/Leonita_Lestari/status/1705043566517682261
Fri Sep 22 01:31:59 +0000 2023;1705032157796896921;"Guys inget yah ini udh mendekati musim2 politik dan pemilu, diusahakan kalian jangan sampe terkecoh terbawa arus dan tetap harus netral. Ini politik udah merambah ke kpop dan para kpopers yg bakal jadi sasarannya mereka! https://t.co/hmFJhJMQmF";713;727;1573;6767;in;1435448790459113475;1705032157796896921;RM1204_;https://twitter.com/RM1204_/status/1705032157796896921
Thu Sep 21 10:00:00 +0000 2023;1704797617652445649;"Bawaslu menyatakan video sejumlah kepala daerah PDIP mengajak masyarakat memilih Ganjar Pranowo sebagai presiden melanggar pasal 283 Undang-undang Nomor 7 Tahun 2017 tentang Pemilu. Bawaslu menyebut tidak ada sanksi terkait hal ini. https://t.co/HTNc5MICgA";172;554;417;1323;in;69183155;1704797617652445649;detikcom;https://twitter.com/detikcom/status/1704797617652445649
Thu Sep 21 05:32:36 +0000 2023;1704730324822077800;"Ganjar Janji Perkuat KPK, ICW: Namanya Juga Musim Pemilu #TempoNasional https://t.co/TQbmx0ArF2";41;141;258;832;in;18129942;1704730324822077800;tempodotco;https://twitter.com/tempodotco/status/1704730324822077800
Thu Sep 21 03:38:03 +0000 2023;1704701499283292488;"Sebagai orang yang sering ikut melakukan aksi donasi kepada orang2 kecil dan susah, gue mengapresiasi hal2 spt ini yang dilakukan mas @ganjarpranowo ..  Menurut gue tidak ada yang salah dilakukan oleh semua capres asal tidak ada pamrih.  Pemilu ini  Pesta buat semua rakyat 👍🫰 https://t.co/SdruZ7igfG";26;134;84;401;in;46651600;1704701499283292488;kurawa;https://twitter.com/kurawa/status/1704701499283292488
Wed Sep 20 22:52:26 +0000 2023;1704629619922719081;"Jokowi: masyarakat tidak boleh terbelah karena pemilu.  Jokowi juga: saya cawe2 tidak akan netral. https://t.co/sXuZ0w7p5Y";31;196;528;1141;in;230696471;1704629619922719081;berlianidris;https://twitter.com/berlianidris/status/1704629619922719081
Wed Sep 20 17:08:13 +0000 2023;1704542992902795424;"Video Ajak Pilih Ganjar Melanggar UU Pemilu, Bobby Nasution: Itu Perintah Partai https://t.co/oa0ItK69B5";136;529;428;1207;in;41730943;1704542992902795424;VIVAcoid;https://twitter.com/VIVAcoid/status/1704542992902795424
Wed Sep 20 14:24:54 +0000 2023;1704501893244805571;"Woww... Ganjar-Prabowo jadi pasangan capres-cawapres 2024.  Peluang selalu ada sebelum pendaftaran ke KPU.   Ganjar Pranowo Sebut Ada Peluang Berduet dengan Prabowo pada Pemilu 2024 https://t.co/PcihsgIl9I";12;131;41;320;in;84221579;1704501893244805571;narkosun;https://twitter.com/narkosun/status/1704501893244805571
Wed Sep 20 13:20:48 +0000 2023;1704485763499356650;"Gila gila gila plot twist banget... bakalan seru nih pemilu 2024, PSI beneran vulgar gini ngambil salah satu anggota keluarga Banteng 🤣 Apa ga bahaya tah?? hahaha.. 🤣🤣";68;268;465;3199;in;808244774469677057;1704485763499356650;PolJokesID;https://twitter.com/PolJokesID/status/1704485763499356650
Wed Sep 20 12:00:30 +0000 2023;1704465554810253443;"Jika pemilu diadakan hari ini, siapa yang kamu pilih?";267;297;135;732;in;1495326248100589569;1704465554810253443;neohistoria_id;https://twitter.com/neohistoria_id/status/1704465554810253443
Wed Sep 20 11:29:36 +0000 2023;1704457779904442627;"Kalau Partai Buruh berhasil naikan gaji buruh sebelum Pemilu, gw akan jadi jurkamnya partai Buruh. Ga usah dikasih honor. https://t.co/FuiBu5fySk";4;134;65;393;in;55300590;1704457779904442627;ethadisaputra;https://twitter.com/ethadisaputra/status/1704457779904442627
Tue Sep 19 13:20:49 +0000 2023;1704123380692402651;"NCT! ❗❗ REMINDER ❗❗ please guys jauhin hal hal berbau politik dari para bujang kita. be aware kita lagi masa pemilu. jangan sampe bujang kita keseret yaa 🙏 https://t.co/4ZOaZqxLaR";514;255;1101;4076;in;1275010241017462784;1704123380692402651;nct_menfess;https://twitter.com/nct_menfess/status/1704123380692402651
Tue Sep 19 12:55:00 +0000 2023;1704116881836175771;"Bawaslu Nyatakan Video Kepala Daerah Ajak Pilih Ganjar Melanggar UU Pemilu https://t.co/d74IMb4wIA";89;236;936;1830;in;1243804423001763841;1704116881836175771;democrazymedia;https://twitter.com/democrazymedia/status/1704116881836175771
Tue Sep 19 10:56:05 +0000 2023;1704086957775798464;"Dukungan pada Gus @cakimiNOW tidak hanya datang dari kalangan NU, Ketum Majelis Agama Buddha Mahayana Tanah Suci Indonesia YM Maha Bhiksu Dutavira Sthavira atau Suhu Benny juga mendoakan cita-cita Gus Imin menjadi Wakil Presiden pada Pemilu 2024 mendatang.  Karena Gus Imin dan… https://t.co/hzqeucq36c";145;3449;2769;5456;in;68089986;1704086957775798464;voiceofpkb;https://twitter.com/voiceofpkb/status/1704086957775798464
Tue Sep 19 10:00:37 +0000 2023;1704072998599508333;"MarkPlus dan Humas Polri kembali hadir dengan Gen Z Go Vote Competition, sebuah competition untuk mahasiswa S1 atau sederajat yang mengangkat tema “Bersama Polri, Mewujudkan Pemilu Aman dan Damai”. Segera daftarkan tim kamu melalui link berikut: https://t.co/KV1q6id4a6… https://t.co/Dd1Dfa8tbh";112;307;310;557;in;138290629;1704072998599508333;DivHumas_Polri;https://twitter.com/DivHumas_Polri/status/1704072998599508333
Tue Sep 19 09:31:34 +0000 2023;1704065687113863617;"Terima kasih kepada Presiden ⁦@jokowi⁩ dan Calon Presiden ⁦@prabowo⁩ yang telah bersatu mengelola transisi damai kita. Semoga pemilu 2024 berjalan lancar tanpa Hoax, fitnah dan provokasi. 🙏🙏❤️❤️ https://t.co/mqicsahPUp";20;134;72;319;in;120968478;1704065687113863617;Fahrihamzah;https://twitter.com/Fahrihamzah/status/1704065687113863617
Mon Sep 18 10:15:10 +0000 2023;1703714273082614127;"Astaghfirullah... Apa rakyat Gk nyadar selama ini kita digarong lewat pemilu?  https://t.co/a0si5Sjmkj";30;121;604;813;in;1339980917398360066;1703714273082614127;DarsAlexandra1;https://twitter.com/DarsAlexandra1/status/1703714273082614127
